chr	start	end	startCpG	endCpG	Mouth	Stomach	Small-intestine	Colon
chr18	45624544	45624949	23709884	23709890	0.07	0.92	0.93	0.92
chr8	59763072	59763398	12685541	12685546	0.09	0.92	0.96	0.96
chr20	62837059	62837370	25791936	25791950	0.07	0.91	0.94	0.93
chr12	19553944	19554186	17483886	17483891	0.06	0.91	0.90	0.92
chr8	101654804	101655312	12987767	12987772	0.04	0.94	0.87	0.84
chr1	167247790	167247990	1550043	1550048	0.08	0.91	0.92	0.96
chr12	54053924	54054222	17763850	17763855	0.94	0.01	0.14	0.15
chr7	107851407	107851946	11604326	11604334	0.09	0.93	0.94	0.95
chr22	46445628	46446134	26648809	26648821	0.09	0.93	0.97	0.95
chr20	23077706	23077964	25290535	25290542	0.01	0.87	0.87	0.85
chr7	29028076	29028312	10863782	10863787	0.11	0.96	0.96	0.96
chr18	72192877	72193130	23925774	23925780	0.94	0.18	0.01	0.02
chr7	6466045	6466388	10680269	10680277	0.10	0.94	0.96	0.95
chr1	69959675	69960501	927969	927974	0.02	0.84	0.92	0.89
chr13	20895127	20895366	18572595	18572601	0.03	0.84	0.88	0.94
chr16	31447114	31447466	21585748	21585775	0.09	0.93	0.96	0.95
chr2	217575582	217575963	4135516	4135524	0.04	0.91	0.89	0.87
chr8	144960389	144960732	13371414	13371428	0.03	0.86	0.88	0.90
chr2	237678788	237679156	4348832	4348838	0.08	0.95	0.94	0.90
chr11	19689854	19690073	16217270	16217276	0.06	0.91	0.91	0.91
chr7	2158366	2158764	10594406	10594428	0.07	0.93	0.91	0.92
chr12	26779470	26779828	17537116	17537121	0.09	0.94	0.95	0.94
chr10	76693665	76693939	15353396	15353407	0.11	0.97	0.94	0.96
chr2	203885222	203885774	4029309	4029316	0.96	0.13	0.02	0.11
chr5	53175564	53176462	7978131	7978138	0.10	0.95	0.96	0.96
chr5	131557491	131557927	8535445	8535450	0.03	0.87	0.89	0.89
chr9	115444743	115444960	14232386	14232392	0.01	0.90	0.82	0.83
chr22	41639304	41639788	26556709	26556718	0.07	0.90	0.94	0.94
chr11	64660386	64660850	16581129	16581143	0.87	0.01	0.01	0.02
chr2	36934264	36934473	2668847	2668852	0.06	0.89	0.93	0.93
chr2	29288134	29288406	2603814	2603820	0.03	0.89	0.92	0.86
chr1	114088028	114088413	1240743	1240748	0.09	0.96	0.95	0.92
chr9	115914731	115915476	14238864	14238870	0.05	0.90	0.89	0.93
chr14	51920701	51920927	19614729	19614737	0.01	0.83	0.90	0.90
chr20	32893819	32894022	25375162	25375167	0.05	0.87	0.92	0.95
chr10	105630998	105631353	15637489	15637495	0.08	0.92	0.93	0.94
chr19	38652691	38653040	24691247	24691254	0.11	0.97	0.97	0.96
chr2	106485851	106486062	3261367	3261375	0.04	0.88	0.87	0.91
chr15	101773754	101774356	21076972	21076979	0.08	0.92	0.93	0.95
chr12	110808349	110808806	18210076	18210089	0.02	0.86	0.89	0.89
chr6	161395473	161395715	10402159	10402165	0.01	0.79	0.94	0.92
chr3	151267672	151268355	5674230	5674235	0.09	0.94	0.96	0.94
chr3	24058326	24058563	4663997	4664002	0.03	0.86	0.86	0.91
chr3	45248565	45248795	4831686	4831693	0.06	0.95	0.88	0.89
chr17	20339589	20339978	22513837	22513849	0.06	0.88	0.92	0.93
chr22	41767658	41767963	26559596	26559602	0.09	0.93	0.95	0.94
chr10	99289248	99289531	15554518	15554538	0.11	0.96	0.97	0.96
chr12	117150539	117150763	18289837	18289845	0.01	0.77	0.94	0.95
chr1	38430969	38431185	620628	620633	0.04	0.88	0.92	0.89
chr5	168017839	168018218	8866881	8866887	0.90	0.07	0.07	0.02
chr19	39388658	39388917	24708229	24708234	0.07	0.89	0.95	0.95
chr5	10747836	10748366	7690830	7690837	0.94	0.03	0.12	0.15
chr4	153274091	153274361	7232304	7232311	0.01	0.80	0.88	0.94
chr19	49971238	49971593	24904571	24904587	0.06	0.87	0.95	0.95
chr11	78986301	78986527	16798819	16798824	0.07	0.90	0.95	0.95
chr22	29778517	29779132	26377794	26377799	0.87	0.02	0.02	0.03
chr17	39670415	39671158	22725176	22725185	0.10	0.94	0.97	0.95
chr1	95437068	95437298	1104667	1104672	0.09	0.95	0.95	0.94
chr11	113596623	113597183	17034754	17034760	0.93	0.03	0.08	0.14
chr9	101366207	101366440	14118680	14118688	0.04	0.84	0.95	0.93
chr4	185346478	185346843	7474821	7474837	0.05	0.86	0.94	0.93
chr9	139978925	139979226	14601540	14601548	0.03	0.84	0.92	0.91
chr9	117261862	117262066	14255910	14255918	0.02	0.89	0.73	0.94
chr8	126044400	126044740	13163617	13163629	0.10	0.94	0.95	0.96
chr6	984417	985028	9065669	9065675	0.05	0.95	0.85	0.86
chr14	103451670	103452043	20136639	20136645	0.10	0.95	0.97	0.96
chr17	40823869	40824215	22746865	22746879	0.08	0.92	0.93	0.95
chr1	10885337	10885698	222849	222854	0.04	0.87	0.92	0.91
chr17	48505697	48506075	22869698	22869704	0.09	0.95	0.94	0.94
chr3	194851782	194852381	6020425	6020435	0.11	0.97	0.96	0.96
chr10	80723304	80723607	15391790	15391799	0.06	0.88	0.95	0.92
chr14	91854239	91854553	19979818	19979827	0.07	0.89	0.94	0.95
chr18	23677568	23677877	23553505	23553510	0.08	0.94	0.91	0.93
chr3	196728553	196728891	6054323	6054334	0.06	0.86	0.96	0.96
chr17	229391	229654	22192143	22192152	0.08	0.94	0.92	0.92
chr1	113740846	113741106	1238156	1238163	0.10	0.95	0.94	0.95
chr8	17644549	17644750	12313552	12313558	0.93	0.05	0.26	0.02
chr4	71834884	71835138	6682721	6682727	0.06	0.94	0.93	0.86
chr1	118752244	118752599	1279910	1279917	0.02	0.86	0.87	0.88
chr1	1064216	1064441	18087	18098	0.87	0.02	0.02	0.02
chr3	45577880	45578242	4834912	4834919	0.05	0.92	0.88	0.90
chr15	45427548	45428023	20487580	20487632	0.87	0.02	0.04	0.02
chr12	642085	642293	17282715	17282720	0.10	0.95	0.97	0.95
chr15	69481657	69481861	20718184	20718190	0.10	0.96	0.95	0.94
chr6	108876584	108876797	9975281	9975287	0.03	0.94	0.83	0.85
chr17	41626846	41627209	22760630	22760636	0.05	0.93	0.86	0.90
chr6	155534810	155535080	10335620	10335626	0.06	0.89	0.94	0.92
chr18	34172355	34172575	23628325	23628330	0.04	0.81	0.92	0.96
chr9	2170186	2170736	13428137	13428151	0.12	0.97	0.97	0.97
chr6	105906986	105907284	9944935	9944944	0.06	0.91	0.93	0.91
chr13	44978929	44979430	18798771	18798780	0.95	0.13	0.09	0.06
chr4	83301457	83301901	6761652	6761663	0.04	0.86	0.92	0.92
chr12	26968627	26968843	17538573	17538580	0.89	0.01	0.03	0.07
chr12	57966470	57966748	17814679	17814686	0.08	0.90	0.95	0.95
chr1	150640669	150641079	1374715	1374721	0.94	0.15	0.10	0.02
chr16	50590063	50590290	21672889	21672894	0.01	0.80	0.94	0.90
chr2	171082704	171083065	3783082	3783087	0.07	0.90	0.93	0.93
chr1	228919010	228919262	2068978	2068984	0.86	0.01	0.01	0.02
chr2	238934086	238934547	4365740	4365746	0.05	0.88	0.93	0.93
chr4	149038289	149038536	7201887	7201892	0.09	0.94	0.96	0.92
chr13	112264226	112264438	19296577	19296582	0.06	0.93	0.86	0.90
chr12	6990004	6990248	17371393	17371398	0.88	0.05	0.01	0.03
chr22	30689936	30690262	26390618	26390634	0.10	0.95	0.94	0.96
chr20	11126523	11126944	25188348	25188353	0.09	0.94	0.94	0.93
chr3	71493650	71494108	5097223	5097230	0.05	0.90	0.93	0.87
chr22	46008424	46008682	26640697	26640711	0.02	0.81	0.90	0.93
chr18	43890073	43890483	23692195	23692202	0.03	0.87	0.85	0.90
chr12	6638150	6638403	17363816	17363823	0.04	0.87	0.91	0.92
chr9	111435406	111435819	14194935	14194941	0.04	0.85	0.91	0.94
chr2	11289296	11289598	2427617	2427624	0.08	0.94	0.90	0.93
chr6	157719433	157719659	10355843	10355849	0.06	0.95	0.91	0.85
chr20	52417376	52417659	25619182	25619191	0.86	0.01	0.01	0.02
chr19	14636919	14637391	24383636	24383643	0.05	0.89	0.92	0.90
chr3	48454454	48454736	4871349	4871356	0.08	0.94	0.93	0.94
chr2	132296473	132296707	3516873	3516881	0.04	0.91	0.89	0.85
chr9	137306042	137306270	14529930	14529940	0.04	0.84	0.91	0.93
chr2	60598210	60598780	2866865	2866877	0.11	0.95	0.97	0.96
chr19	1176980	1177299	24058469	24058474	0.02	0.88	0.85	0.88
chr5	10569248	10569475	7688101	7688108	0.09	0.93	0.95	0.94
chr13	114304796	114305122	19339090	19339104	0.07	0.92	0.91	0.92
chr14	37142133	37142404	19516401	19516415	0.04	0.90	0.87	0.90
chr5	14816453	14816770	7724028	7724034	0.05	0.94	0.89	0.85
chr9	117173226	117173544	14254869	14254876	0.03	0.87	0.90	0.88
chr12	1764165	1764512	17298196	17298202	0.08	0.94	0.90	0.92
chr3	58652047	58652367	4998232	4998240	0.91	0.03	0.23	0.01
chr13	28314605	28314939	18656762	18656769	0.07	0.92	0.91	0.93
chr10	5359673	5359880	14705634	14705642	0.02	0.84	0.86	0.91
chr16	87837820	87838066	22115540	22115545	0.03	0.94	0.81	0.83
chr8	116792079	116792280	13089311	13089318	0.04	0.87	0.92	0.90
chr1	213834157	213834449	1925277	1925282	0.10	0.93	0.96	0.96
chr2	174658461	174658720	3817756	3817761	0.95	0.04	0.16	0.14
chr8	484515	484758	12103360	12103365	0.04	0.91	0.84	0.88
chr15	41794130	41794569	20443657	20443698	0.09	0.90	0.97	0.97
chr11	128811531	128811858	17203364	17203372	0.02	0.82	0.91	0.91
chr17	67312983	67313367	23073624	23073630	0.10	0.95	0.95	0.94
chr7	105688481	105689130	11586215	11586221	0.04	0.89	0.85	0.90
chr4	38194533	38194853	6460917	6460922	0.08	0.91	0.96	0.94
chr20	19937317	19937630	25259945	25259951	0.08	0.95	0.92	0.92
chr11	1829414	1829651	16035166	16035173	0.95	0.09	0.22	0.04
chr2	8663193	8663530	2386238	2386243	0.08	0.92	0.96	0.92
chr7	40156954	40157165	10960424	10960430	0.04	0.89	0.92	0.88
chr15	98578184	98578755	21035247	21035255	0.04	0.91	0.80	0.90
chr2	102602816	102603047	3227296	3227301	0.03	0.94	0.94	0.77
chr19	8559114	8559451	24261263	24261271	0.07	0.90	0.93	0.93
chr2	69026221	69026748	2943549	2943556	0.03	0.91	0.82	0.88
chr6	106776220	106776434	9952313	9952321	0.03	0.94	0.82	0.84
chr11	88593521	88593807	16860564	16860571	0.03	0.79	0.93	0.95
chr11	47489102	47489365	16432089	16432098	0.89	0.06	0.02	0.03
chr4	40359670	40360099	6485674	6485680	0.04	0.87	0.94	0.89
chr10	13772900	13773228	14807561	14807568	0.07	0.91	0.93	0.92
chr17	4090678	4090981	22275684	22275689	0.12	0.97	0.97	0.96
chr1	2265892	2266096	61373	61384	0.08	0.93	0.92	0.92
chr1	231120716	231120958	2094712	2094717	0.89	0.05	0.04	0.02
chr7	90896844	90897123	11419898	11419908	0.05	0.85	0.93	0.95
chr16	85106365	85106571	22056533	22056538	0.11	0.97	0.95	0.96
chr22	37160053	37160486	26474251	26474261	0.02	0.89	0.83	0.86
chr8	10622310	10622604	12243040	12243048	0.07	0.94	0.93	0.88
chr3	48533378	48533598	4872895	4872909	0.04	0.84	0.98	0.89
chr1	201281265	201281948	1796038	1796047	0.08	0.93	0.93	0.93
chr12	59041914	59042280	17825008	17825013	0.07	0.94	0.88	0.91
chr6	43083151	43083440	9549444	9549450	0.07	0.91	0.91	0.94
chr3	142971782	142972105	5618826	5618832	0.08	0.92	0.95	0.94
chr1	169114220	169114624	1566637	1566643	0.93	0.01	0.01	0.20
chr17	13887465	13887725	22420924	22420932	0.10	0.94	0.97	0.96
chr13	24189786	24190168	18610883	18610895	0.06	0.96	0.82	0.89
chr19	42408412	42408681	24760048	24760063	0.86	0.01	0.01	0.01
chr6	30988284	30988509	9391902	9391911	0.04	0.93	0.88	0.87
chr2	239182962	239183277	4371091	4371097	0.89	0.06	0.02	0.04
chr20	35960747	35961052	25420084	25420091	0.04	0.89	0.80	0.93
chr12	125105823	125106157	18415923	18415935	0.04	0.88	0.89	0.90
chr5	149401323	149401582	8716512	8716525	0.01	0.74	0.96	0.95
chr13	35829366	35829796	18726603	18726613	0.11	0.97	0.96	0.95
chr7	129039398	129039857	11744560	11744567	0.11	0.96	0.94	0.95
chr20	55384521	55384727	25647300	25647305	0.02	0.77	0.94	0.95
chr8	21959453	21959661	12356958	12356965	0.03	0.84	0.92	0.90
chr8	10949403	10949695	12247639	12247644	0.87	0.01	0.02	0.02
chr1	231707508	231708088	2101819	2101827	0.06	0.90	0.92	0.92
chr1	244534647	244534994	2229688	2229695	0.03	0.86	0.93	0.87
chr17	6410530	6410853	22314638	22314647	0.06	0.91	0.91	0.91
chr8	126618816	126619140	13169686	13169691	0.03	0.87	0.87	0.90
chr16	70803639	70804001	21885988	21885998	0.10	0.94	0.94	0.94
chr8	10054910	10055190	12234780	12234786	0.06	0.89	0.95	0.91
chr6	168748421	168748665	10491468	10491481	0.09	0.92	0.95	0.94
chr14	71854985	71855404	19793979	19793986	0.06	0.84	0.96	0.96
chr4	20359691	20360237	6337890	6337900	0.05	0.88	0.93	0.91
chr2	120005755	120006185	3386997	3387005	0.02	0.83	0.89	0.91
chr18	61254166	61254448	23847021	23847026	0.02	0.85	0.88	0.88
chr1	9402192	9402603	193957	193969	0.09	0.93	0.94	0.95
chr20	57622967	57623286	25683164	25683169	0.87	0.03	0.01	0.01
chr7	36266915	36267118	10927387	10927392	0.02	0.91	0.86	0.83
chr11	70136243	70136582	16689965	16689972	0.12	0.97	0.97	0.96
chr16	12123961	12124450	21321776	21321783	0.02	0.79	0.94	0.93
chr1	1067615	1067858	18228	18244	0.90	0.05	0.08	0.03
chr22	42815389	42815610	26579664	26579669	0.01	0.84	0.95	0.85
chr1	4078609	4078878	106393	106404	0.05	0.88	0.91	0.92
chr6	6901358	6901579	9139259	9139266	0.03	0.84	0.88	0.93
chr14	75383689	75383898	19836001	19836008	0.06	0.88	0.94	0.94
chr6	13351409	13351643	9204816	9204823	0.05	0.88	0.91	0.93
chr17	76677078	76677331	23218589	23218596	0.06	0.89	0.92	0.93
chr18	12031653	12031867	23462264	23462270	0.10	0.94	0.96	0.96
chr7	72615402	72617982	11256941	11256988	0.10	0.94	0.96	0.96
chr19	33285230	33285601	24600584	24600590	0.09	0.93	0.94	0.94
chr1	244367260	244367514	2227541	2227548	0.06	0.88	0.94	0.93
chr10	81002953	81003271	15396218	15396272	0.01	0.77	0.93	0.93
chr2	121020303	121020784	3397853	3397861	0.05	0.85	0.93	0.92
chr1	231475969	231476532	2099473	2099488	0.09	0.95	0.95	0.92
chr10	123924667	123924972	15804620	15804629	0.87	0.01	0.02	0.03
chr12	51678405	51678992	17729753	17729758	0.07	0.88	0.95	0.95
chr12	27204837	27205454	17541000	17541008	0.01	0.79	0.92	0.93
chr1	208015128	208015361	1871998	1872003	0.03	0.83	0.92	0.92
chr16	81563705	81563996	22006574	22006582	0.10	0.95	0.95	0.94
chr2	97559294	97559642	3170719	3170728	0.10	0.96	0.93	0.93
chr17	14844096	14844569	22429978	22429983	0.07	0.92	0.92	0.91
chr12	125012614	125012927	18413819	18413829	0.08	0.93	0.91	0.93
chr3	44151260	44151646	4820583	4820591	0.05	0.91	0.93	0.87
chr3	48636990	48637415	4874787	4874793	0.07	0.90	0.93	0.91
chr1	159818755	159819113	1483835	1483846	0.11	0.96	0.94	0.96
chr16	302661	303088	21095113	21095125	0.90	0.09	0.01	0.02
chr5	105208603	105208853	8357926	8357938	0.88	0.01	0.14	0.01
chr1	15092429	15092639	279811	279816	0.03	0.83	0.92	0.92
chr2	66561588	66561905	2925854	2925860	0.02	0.89	0.84	0.85
chr17	78252066	78252329	23255298	23255311	0.06	0.85	0.96	0.95
chr2	20087323	20087558	2497991	2497996	0.87	0.04	0.01	0.02
chr12	96613102	96613320	18080582	18080588	0.06	0.90	0.91	0.92
chr2	26535386	26535617	2567039	2567047	0.04	0.88	0.90	0.88
chr6	35047985	35048573	9454120	9454132	0.08	0.92	0.93	0.94
chr19	38433983	38434503	24687342	24687349	0.90	0.10	0.01	0.02
chr11	70508236	70508660	16697467	16697499	0.05	0.82	0.97	0.95
chr10	116074117	116074458	15721173	15721178	0.10	0.94	0.95	0.95
chr3	23670760	23671473	4659387	4659392	0.87	0.02	0.02	0.02
chr6	35379927	35380223	9458526	9458534	0.07	0.92	0.93	0.91
chr6	106319528	106319765	9947964	9947969	0.88	0.05	0.02	0.01
chr11	64310159	64310437	16573274	16573287	0.04	0.85	0.90	0.93
chr14	103150180	103150516	20130528	20130547	0.86	0.01	0.01	0.02
chr3	71437890	71438324	5096549	5096555	0.92	0.06	0.01	0.12
chr4	38051298	38051516	6459275	6459287	0.07	0.90	0.96	0.92
chr2	64828377	64828661	2907990	2907995	0.88	0.05	0.01	0.01
chr1	10133481	10133762	208754	208760	0.05	0.88	0.91	0.90
chr10	1331529	1331908	14657046	14657059	0.04	0.89	0.91	0.88
chr16	1582095	1582442	21144534	21144553	0.08	0.92	0.93	0.93
chr17	15400183	15400620	22435872	22435878	0.09	0.94	0.94	0.94
chr17	80798129	80798564	23330070	23330086	0.10	0.92	0.96	0.97
chr7	37135555	37136311	10935139	10935146	0.09	0.92	0.96	0.95
chr11	75034556	75034756	16754402	16754407	0.96	0.05	0.14	0.19
chr11	27395691	27396285	16265840	16265846	0.86	0.01	0.01	0.03
chr5	176973863	176974207	8980114	8980119	0.10	0.95	0.94	0.95
chr4	99350708	99351015	6871164	6871169	0.04	0.85	0.92	0.92
chr12	117736559	117736900	18298762	18298768	0.07	0.90	0.92	0.93
chr10	123829995	123830264	15802871	15802881	0.12	0.97	0.97	0.96
chr8	131070646	131071166	13204129	13204136	0.09	0.95	0.94	0.92
chr19	6061010	6061217	24208474	24208482	0.06	0.83	0.96	0.96
chr4	181749167	181749424	7433134	7433140	0.06	0.87	0.94	0.92
chr20	47659416	47659855	25553371	25553377	0.07	0.92	0.90	0.92
chr12	3567368	3567650	17326206	17326211	0.06	0.88	0.92	0.94
chr7	151283379	151283683	11970479	11970485	0.11	0.95	0.97	0.96
chr22	30091199	30091545	26382680	26382702	0.06	0.92	0.89	0.89
chr11	77801669	77802006	16787416	16787424	0.86	0.01	0.01	0.02
chr22	40619205	40619439	26540861	26540870	0.10	0.94	0.96	0.95
chr16	88883662	88883901	22145481	22145490	0.01	0.81	0.90	0.91
chr10	99995804	99996019	15563383	15563388	0.06	0.91	0.91	0.91
chr10	98137818	98138076	15538576	15538581	0.01	0.87	0.91	0.80
chr10	119127379	119127780	15749857	15749863	0.87	0.04	0.01	0.01
chr7	40046750	40047174	10959362	10959370	0.09	0.94	0.92	0.94
chr8	10586270	10586552	12242277	12242282	0.05	0.95	0.83	0.86
chr7	151234480	151234765	11969781	11969786	0.06	0.90	0.92	0.90
chr4	94651853	94652168	6842348	6842355	0.08	0.91	0.97	0.93
chr15	78439462	78439724	20822313	20822322	0.07	0.88	0.92	0.95
chr8	127466382	127466955	13175470	13175476	0.07	0.91	0.92	0.92
chr11	61736497	61736895	16529861	16529875	0.05	0.91	0.91	0.88
chr8	103473069	103473308	13005657	13005662	0.86	0.01	0.02	0.02
chr3	190250538	190250858	5975167	5975172	0.09	0.94	0.93	0.94
chr3	189557818	189558057	5969513	5969520	0.11	0.96	0.95	0.95
chr2	25407641	25407974	2550665	2550671	0.04	0.88	0.91	0.90
chr6	71555545	71556582	9722619	9722631	0.11	0.97	0.96	0.95
chr19	39303347	39303589	24706120	24706132	0.90	0.10	0.01	0.02
chr3	45249387	45249604	4831697	4831705	0.07	0.93	0.91	0.90
chr2	237480090	237480371	4346109	4346119	0.02	0.89	0.86	0.84
chr1	183997078	183997317	1684717	1684722	0.03	0.88	0.85	0.89
chr19	30154686	30155082	24561795	24561805	0.08	0.94	0.91	0.92
chr14	75920075	75920320	19843355	19843366	0.01	0.79	0.92	0.92
chr9	100924707	100925007	14113581	14113589	0.07	0.94	0.84	0.93
chr6	52192402	52192878	9620997	9621008	0.93	0.13	0.04	0.04
chr11	70507854	70508218	16697440	16697467	0.06	0.85	0.96	0.96
chr1	14627957	14628233	274488	274493	0.01	0.79	0.87	0.93
chr14	20886939	20887237	19372248	19372253	0.87	0.02	0.01	0.02
chr20	56538092	56538424	25666188	25666193	0.05	0.84	0.94	0.95
chr9	113458201	113458482	14213566	14213571	0.06	0.92	0.88	0.89
chr10	123334096	123334475	15796099	15796109	0.03	0.80	0.93	0.94
chr6	36794789	36795042	9477807	9477816	0.09	0.94	0.95	0.94
chr4	42520494	42520883	6509223	6509228	0.04	0.87	0.91	0.90
chr6	125590817	125591064	10092727	10092732	0.94	0.12	0.02	0.10
chr1	15623108	15623353	288579	288585	0.01	0.84	0.89	0.86
chr20	55817632	55817952	25653952	25653958	0.07	0.93	0.90	0.91
chr4	167229747	167229966	7331454	7331459	0.07	0.90	0.94	0.92
chr9	111113677	111114084	14192656	14192662	0.02	0.92	0.83	0.82
chr19	16340073	16340369	24411226	24411236	0.11	0.95	0.96	0.96
chr12	12184787	12185014	17425540	17425546	0.12	0.97	0.96	0.96
chr20	5812207	5812710	25150390	25150397	0.03	0.82	0.92	0.93
chr11	47317522	47317944	16428652	16428658	0.08	0.92	0.92	0.93
chr22	20940717	20941024	26252720	26252742	0.09	0.94	0.94	0.94
chr16	81727121	81727351	22009733	22009742	0.09	0.92	0.94	0.94
chr11	111249750	111250058	17013280	17013293	0.10	0.95	0.95	0.94
chr15	81143423	81144030	20853125	20853133	0.03	0.82	0.91	0.92
chr2	240893101	240893321	4400998	4401009	0.04	0.85	0.92	0.92
chr5	145312960	145313266	8682581	8682587	0.07	0.89	0.95	0.94
chr6	31881307	31881536	9407134	9407142	0.04	0.91	0.86	0.87
chr17	21098321	21098658	22524674	22524684	0.09	0.94	0.92	0.93
chr6	168899988	168900314	10494452	10494458	0.86	0.01	0.01	0.02
chr6	167688875	167689284	10473962	10473967	0.02	0.81	0.90	0.93
chr16	70749660	70749917	21884977	21884985	0.08	0.87	0.98	0.96
chr21	39682932	39683148	26023767	26023772	0.06	0.88	0.91	0.94
chr3	156488467	156489176	5710861	5710868	0.04	0.90	0.89	0.87
chr6	155332675	155333381	10333007	10333013	0.88	0.05	0.02	0.02
chr1	230219811	230220080	2083606	2083612	0.06	0.86	0.93	0.94
chr8	95451648	95451931	12933218	12933228	0.97	0.04	0.23	0.18
chr2	101324223	101324465	3211532	3211539	0.09	0.94	0.96	0.90
chr1	17818644	17818894	327689	327696	0.06	0.86	0.95	0.94
chr3	183350546	183350828	5901029	5901035	0.90	0.04	0.02	0.09
chr9	95712623	95712866	14046254	14046261	0.03	0.90	0.80	0.87
chr5	53134331	53134611	7977784	7977789	0.06	0.92	0.88	0.90
chr1	117236899	117237397	1267793	1267799	0.06	0.93	0.89	0.88
chr3	24052031	24052255	4663922	4663928	0.08	0.95	0.93	0.90
chr19	49280240	49280496	24888164	24888175	0.93	0.03	0.16	0.13
chr4	86572132	86572474	6788847	6788852	0.09	0.95	0.93	0.93
chr20	52374187	52374609	25618538	25618551	0.02	0.82	0.93	0.89
chr17	41669125	41669409	22761277	22761290	0.02	0.79	0.94	0.93
chr2	167041597	167041891	3753181	3753188	0.02	0.80	0.91	0.91
chr1	100814746	100815093	1138585	1138592	0.86	0.02	0.01	0.02
chr8	124569967	124570502	13149399	13149407	0.05	0.90	0.90	0.91
chr6	2432501	2432758	9084197	9084202	0.05	0.91	0.84	0.91
chr10	80710902	80711250	15391628	15391635	0.02	0.88	0.86	0.85
chr8	19469591	19469894	12331022	12331028	0.04	0.96	0.82	0.81
chr6	158993589	158993835	10374151	10374158	0.89	0.02	0.09	0.05
chr3	182321146	182321725	5889333	5889340	0.09	0.90	0.97	0.97
chr1	23583336	23583588	412796	412812	0.12	0.97	0.97	0.96
chr1	15692850	15693101	289737	289742	0.87	0.03	0.01	0.02
chr1	27704508	27705005	479198	479210	0.08	0.93	0.92	0.92
chr2	38200833	38201383	2681000	2681015	0.03	0.79	0.96	0.95
chr6	154723286	154723734	10325445	10325450	0.02	0.78	0.93	0.94
chr2	173902105	173902448	3810837	3810843	0.87	0.02	0.01	0.03
chr13	35717326	35717652	18726016	18726022	0.11	0.94	0.95	0.96
chr6	84142132	84142697	9803700	9803705	0.87	0.02	0.02	0.02
chr7	108636400	108636735	11609666	11609672	0.06	0.89	0.91	0.91
chr11	113720334	113720709	17035963	17035968	0.04	0.82	0.94	0.93
chr19	11159783	11160327	24310429	24310437	0.04	0.80	0.95	0.95
chr2	217158811	217159477	4130780	4130786	0.09	0.92	0.94	0.94
chr3	123351676	123352034	5428035	5428042	0.06	0.84	0.97	0.96
chr1	162215367	162215853	1512431	1512437	0.10	0.94	0.95	0.95
chr3	182478568	182478808	5890756	5890762	0.86	0.01	0.01	0.01
